run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,scheduled_charter,appears,airport_destination_airline,number_flights_matched,actual_flights_unmatched,early_to_15_mins_late_percent,flts_16_to_30_mins_late_percent,flts_31_to_60_mins_late_percent,flts_61_to_180_mins_late_percent,flts_181_to_360_mins_late_percent,more_than_360_mins_late_percent,TOTAL %,average_delay_mins,total_delay_minutes,planned_flights_unmatched,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
07/04/2016 14:43,201512,JERSEY,UNITED KINGDOM,GUERNSEY,BLUE ISLANDS LIMITED,S,5,JERSEYGUERNSEYBLUE ISLANDS LIMITED,3262,606,77.80502759,11.18945432,7.204169221,3.402820356,0.275904353,0.122624157,100,13.61894543,44425,355,3664,77.97489083,12.96588428
07/04/2016 14:43,201512,SOUTHAMPTON,UNITED KINGDOM,GUERNSEY,BLUE ISLANDS LIMITED,S,4,SOUTHAMPTONGUERNSEYBLUE ISLANDS LIMITED,2165,275,89.42263279,4.480369515,2.956120092,2.678983834,0.369515012,0.092378753,100,8.547344111,18505,98,2017,86.86167576,13.51115518
07/04/2016 14:43,201512,EXETER,UNITED KINGDOM,GUERNSEY,FLYBE LTD,S,4,EXETERGUERNSEYFLYBE LTD,473,166,85.83509514,4.4397463,4.22832981,4.22832981,0.422832981,0.845665962,100,13.41860465,6347,80,100,76,14.62
07/04/2016 14:43,201512,CARDIFF WALES,UNITED KINGDOM,ANGLESEY (VALLEY),LINKSAIR LTD,S,4,CARDIFF WALESANGLESEY (VALLEY)LINKSAIR LTD,809,166,95.30284302,0.86526576,1.112484549,2.472187886,0.247218789,0,100,4.273176761,3457,40,963,93.35410177,7.221183801
07/04/2016 14:43,201512,JERSEY,UNITED KINGDOM,LONDON CITY,BLUE ISLANDS LIMITED,S,4,JERSEYLONDON CITYBLUE ISLANDS LIMITED,1494,112,68.60776439,11.11111111,9.3708166,10.37483266,0.46854083,0.066934404,100,20.45783133,30564,25,1108,72.83393502,18.62184116
07/04/2016 14:43,201512,SOUTHAMPTON,UNITED KINGDOM,ALDERNEY,AURIGNY AIR SERVICES,S,4,SOUTHAMPTONALDERNEYAURIGNY AIR SERVICES,2110,100,75.4028436,8.672985782,6.3507109,7.014218009,1.753554502,0.805687204,100,25.08151659,52922,189,2266,75.15445719,18.70211827
07/04/2016 14:43,201512,JERSEY,UNITED KINGDOM,EXETER,FLYBE LTD,S,4,JERSEYEXETERFLYBE LTD,1141,87,81.9456617,6.748466258,5.433829974,4.995617879,0.876424189,0,100,13.61787905,15538,9,1181,79.33954276,12.86960203
07/04/2016 14:43,201512,EXETER,UNITED KINGDOM,JERSEY,FLYBE LTD,S,4,EXETERJERSEYFLYBE LTD,564,86,81.56028369,6.914893617,5.496453901,5.141843972,0.886524823,0,100,13.33687943,7522,47,95,77.89473684,13.38947368
07/04/2016 14:43,201512,SOUTHAMPTON,UNITED KINGDOM,ABERDEEN,FLYBE LTD,S,4,SOUTHAMPTONABERDEENFLYBE LTD,363,65,81.54269972,6.336088154,5.509641873,6.336088154,0.275482094,0,100,12.46556474,4525,1,285,69.8245614,16.87719298
07/04/2016 14:43,201512,CARDIFF WALES,IRISH REPUBLIC,DUBLIN,STOBART AIR ,S,3,CARDIFF WALESDUBLINSTOBART AIR ,1345,48,73.08550186,13.23420074,7.211895911,5.353159851,1.040892193,0.074349442,100,17.40223048,23406,0,1386,83.98268398,10.77128427
